index;lat;lon;grad;dist;label
0;46.826179;9.351643;-0.6278527575326359;127.41840987430623;
0;46.826895;9.351061;32.2587598224042;50.21891755661636;
0;46.826727;9.351577;4.338233253108096;53.016974095437035;
0;46.826767;9.35205;13.959354282865007;65.90562724876872;
0;46.827426;9.351957;14.147812099121971;53.71855341838818;
0;46.827722;9.351693;11.530416276054769;52.03628261418635;
0;46.828189;9.351538;10.425648979534806;62.34623871146323;
0;46.82874;9.351521;7.179955161914816;57.10342066964222;
0;46.829237;9.35154;15.131977736639504;54.85072833475715;
0;46.829702;9.351459;30.780654364609887;68.54954982458003;
0;46.830106;9.350815;37.67934301626953;57.856635107960756;
0;46.83034;9.351275;34.468771759447016;51.350828870625264;
0;46.830356;9.351909;34.3310561275426;56.50860238009409;
0;46.830413;9.352354;24.7360363317845;52.959171891121514;
0;46.830788;9.352103;17.94596142728915;52.3794728863395;
0;46.831255;9.352298;15.389027924778723;50.03564901979189;
0;46.831437;9.352844;25.993612537067484;66.93952206599715;
0;46.83187;9.353585;28.957420197694194;90.47767315296369;
0;46.832224;9.354644;21.429730660331078;60.66338493028525;
0;46.832369;9.355438;25.362506973383926;53.6224593817642;
0;46.832567;9.356128;13.680884526812054;58.47575121565751;
0;46.832648;9.356382;32.56866834548765;65.09323554500588;
0;46.832987;9.357183;20.746812455762967;60.73222104294837;
0;46.833374;9.357529;12.01491867510817;56.59630484297668;
0;46.833594;9.358098;16.998470011309198;61.181976925458;
0;46.833659;9.358897;18.176500882601573;56.11641132624936;
0;46.833772;9.35962;15.140027683483897;59.44506964024913;
0;46.833863;9.360415;9.544569886495115;63.910685054870555;
0;46.83428;9.36092;10.357135669464098;64.68970006595191;
0;46.834442;9.361786;9.005460120427536;53.3009966821337;
0;46.834401;9.362404;10.429273403546757;76.70716540309877;
0;46.834446;9.363444;11.424594363960587;52.51827600047909;
0;46.834502;9.364311;8.403395210796745;105.90957317543871;
0;46.834619;9.365509;1.5203286435170449;52.62020178408784;
0;46.834634;9.366144;13.049434075775832;60.53902379310966;
0;46.834794;9.36565;19.112934461445306;59.64547214346385;
0;46.83505;9.364922;19.989026896405935;63.53485872933379;
0;46.835519;9.364085;14.888732899223259;69.85147809685441;
0;46.83582;9.363416;10.05305278031403;51.72558140928595;
0;46.835938;9.363036;16.391474095084636;51.246153648371546;
0;46.836091;9.362367;14.584634363107405;54.852249297633534;
0;46.836216;9.361761;17.875534187055564;54.26411260494933;
0;46.836187;9.361034;16.557016528679544;51.94172503906884;
0;46.8364;9.360418;20.660886117281613;52.27268539545548;
0;46.836657;9.359898;14.04249706170437;53.40930439254589;
0;46.836731;9.359354;18.95514239091941;61.72467480700652;
0;46.836936;9.358485;13.408740206631695;52.20475519794127;
0;46.837075;9.358038;11.61948515454224;52.49802309541701;
0;46.837166;9.357431;9.538767475556456;52.417673591611674;
0;46.837299;9.356954;11.188808561684102;50.94376196156736;
0;46.837311;9.357721;14.616238084956143;71.83791026780818;
0;46.837618;9.35856;14.078484662207453;50.43156398116844;
0;46.837695;9.359047;15.796885373931168;50.642894536678796;
0;46.837772;9.35968;17.354920817386642;54.739517972808244;
0;46.837984;9.360235;13.960023129365078;58.02282650206689;
0;46.838158;9.360854;17.46255276541856;52.111510397386155;
0;46.838199;9.361478;17.038761184779386;69.25386107612576;
0;46.838712;9.362062;13.81353757628788;50.674926399853575;
0;46.838641;9.362534;15.043008522728732;51.851330059507745;
0;46.838565;9.363201;16.248714384372338;51.08096433760147;
0;46.838518;9.363834;16.4903487689375;54.577378114361636;
0;46.838836;9.364396;17.7545101637356;51.81781933241655;
0;46.838683;9.36501;15.836955615409524;51.77762822054865;
0;46.838888;9.365603;17.06779832723452;52.7308785084424;
0;46.839125;9.36614;15.799751987532442;53.16539149872915;
0;46.839171;9.366763;16.086911100747216;75.21642858732594;
0;46.839075;9.367688;16.492609718573892;50.931903096814494;
0;46.839373;9.36809;15.944240012061039;52.056416572515445;
0;46.839584;9.368753;15.420572100263655;54.47268716999315;
0;46.839905;9.369221;8.971336604670554;52.389072075984586;
0;46.839921;9.368953;14.972313154597483;54.76775642701614;
0;46.839888;9.368255;16.418590642166993;60.297501873115834;
0;46.8401;9.367478;17.84136663925139;54.928527607520664;
0;46.840286;9.366777;17.551055262226377;73.49985403876781;
